ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	135 	2.0 	0.008251
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	77 	3.5 	0.817871
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	77 	3.5 	0.000313
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	77 	3.5 	2.7e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	77 	3.5 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	77 	3.5 	-0.0
ABMODEL_GROUP 	srb 	77 	3.5 	2.7e-05
ABMODEL_GROUP 	sulfox 	77 	3.5 	0.135019
ABMODEL_GROUP 	amo 	77 	3.5 	0.004032
ABMODEL_GROUP 	methox 	77 	3.5 	0.817871
ABMODEL_GROUP 	feo 	77 	3.5 	0.000136
ABMODEL_GROUP 	methanogens 	77 	3.5 	1.5e-05
ABMODEL_GROUP 	anme 	77 	3.5 	0.0429
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	78 	3.4 	0.000139
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	78 	3.4 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	78 	3.4 	0.042832
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	78 	3.4 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	78 	3.4 	0.004038
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	78 	3.4 	0.032574
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	78 	3.4 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	78 	3.4 	1.5e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	78 	3.4 	0.102171
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	78 	3.4 	0.817882
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	78 	3.4 	0.000321
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	78 	3.4 	2.8e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	78 	3.4 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	78 	3.4 	-0.0
ABMODEL_GROUP 	srb 	78 	3.4 	2.8e-05
ABMODEL_GROUP 	sulfox 	78 	3.4 	0.135066
ABMODEL_GROUP 	amo 	78 	3.4 	0.004038
ABMODEL_GROUP 	methox 	78 	3.4 	0.817882
ABMODEL_GROUP 	feo 	78 	3.4 	0.000139
ABMODEL_GROUP 	methanogens 	78 	3.4 	1.5e-05
ABMODEL_GROUP 	anme 	78 	3.4 	0.042832
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	79 	3.4 	0.000143
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	79 	3.4 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	79 	3.4 	0.042788
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	79 	3.4 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	79 	3.4 	0.00404
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	79 	3.4 	0.03316
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	79 	3.4 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	79 	3.4 	1.6e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	79 	3.4 	0.101582
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	79 	3.4 	0.817913
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	79 	3.4 	0.000329
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	79 	3.4 	2.9e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	79 	3.4 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	79 	3.4 	-0.0
ABMODEL_GROUP 	srb 	79 	3.4 	2.9e-05
ABMODEL_GROUP 	sulfox 	79 	3.4 	0.135071
ABMODEL_GROUP 	amo 	79 	3.4 	0.00404
ABMODEL_GROUP 	methox 	79 	3.4 	0.817913
ABMODEL_GROUP 	feo 	79 	3.4 	0.000143
ABMODEL_GROUP 	methanogens 	79 	3.4 	1.6e-05
ABMODEL_GROUP 	anme 	79 	3.4 	0.042788
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	80 	3.4 	0.000147
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	80 	3.4 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	80 	3.4 	0.042748
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	80 	3.4 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	80 	3.4 	0.004038
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	80 	3.4 	0.033736
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	80 	3.4 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	80 	3.4 	1.6e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	80 	3.4 	0.101023
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	80 	3.4 	0.817993
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	80 	3.4 	0.000269
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	80 	3.4 	2.9e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	80 	3.4 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	80 	3.4 	-0.0
ABMODEL_GROUP 	srb 	80 	3.4 	2.9e-05
ABMODEL_GROUP 	sulfox 	80 	3.4 	0.135029
ABMODEL_GROUP 	amo 	80 	3.4 	0.004038
ABMODEL_GROUP 	methox 	80 	3.4 	0.817993
ABMODEL_GROUP 	feo 	80 	3.4 	0.000147
ABMODEL_GROUP 	methanogens 	80 	3.4 	1.6e-05
ABMODEL_GROUP 	anme 	80 	3.4 	0.042748
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	81 	3.3 	0.000134
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	81 	3.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	81 	3.3 	0.042708
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	81 	3.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	81 	3.3 	0.004057
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	81 	3.3 	0.034297
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	81 	3.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	81 	3.3 	1.6e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	81 	3.3 	0.100428
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	81 	3.3 	0.818055
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	81 	3.3 	0.000276
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	81 	3.3 	3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	81 	3.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	81 	3.3 	-0.0
ABMODEL_GROUP 	srb 	81 	3.3 	3e-05
ABMODEL_GROUP 	sulfox 	81 	3.3 	0.135001
ABMODEL_GROUP 	amo 	81 	3.3 	0.004057
ABMODEL_GROUP 	methox 	81 	3.3 	0.818055
ABMODEL_GROUP 	feo 	81 	3.3 	0.000134
ABMODEL_GROUP 	methanogens 	81 	3.3 	1.6e-05
ABMODEL_GROUP 	anme 	81 	3.3 	0.042708
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	82 	3.3 	0.000137
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	82 	3.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	82 	3.3 	0.042667
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	82 	3.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	82 	3.3 	0.004045
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	82 	3.3 	0.03485
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	82 	3.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	82 	3.3 	1.7e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	82 	3.3 	0.09989
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	82 	3.3 	0.818081
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	82 	3.3 	0.000282
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	82 	3.3 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	82 	3.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	82 	3.3 	-0.0
ABMODEL_GROUP 	srb 	82 	3.3 	3.1e-05
ABMODEL_GROUP 	sulfox 	82 	3.3 	0.135023
ABMODEL_GROUP 	amo 	82 	3.3 	0.004045
ABMODEL_GROUP 	methox 	82 	3.3 	0.818081
ABMODEL_GROUP 	feo 	82 	3.3 	0.000137
ABMODEL_GROUP 	methanogens 	82 	3.3 	1.7e-05
ABMODEL_GROUP 	anme 	82 	3.3 	0.042667
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	83 	3.3 	0.00014
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	83 	3.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	83 	3.3 	0.042624
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	83 	3.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	83 	3.3 	0.004056
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	83 	3.3 	0.035455
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	83 	3.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	83 	3.3 	1.7e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	83 	3.3 	0.099348
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	83 	3.3 	0.81804
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	83 	3.3 	0.000289
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	83 	3.3 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	83 	3.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	83 	3.3 	-0.0
ABMODEL_GROUP 	srb 	83 	3.3 	3.1e-05
ABMODEL_GROUP 	sulfox 	83 	3.3 	0.135092
ABMODEL_GROUP 	amo 	83 	3.3 	0.004056
ABMODEL_GROUP 	methox 	83 	3.3 	0.81804
ABMODEL_GROUP 	feo 	83 	3.3 	0.00014
ABMODEL_GROUP 	methanogens 	83 	3.3 	1.7e-05
ABMODEL_GROUP 	anme 	83 	3.3 	0.042624
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	84 	3.2 	0.000143
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	84 	3.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	84 	3.2 	0.042587
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	84 	3.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	84 	3.2 	0.004063
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	84 	3.2 	0.035989
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	84 	3.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	84 	3.2 	1.7e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	84 	3.2 	0.098818
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	84 	3.2 	0.818063
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	84 	3.2 	0.000295
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	84 	3.2 	2.4e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	84 	3.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	84 	3.2 	-0.0
ABMODEL_GROUP 	srb 	84 	3.2 	2.4e-05
ABMODEL_GROUP 	sulfox 	84 	3.2 	0.135102
ABMODEL_GROUP 	amo 	84 	3.2 	0.004063
ABMODEL_GROUP 	methox 	84 	3.2 	0.818063
ABMODEL_GROUP 	feo 	84 	3.2 	0.000143
ABMODEL_GROUP 	methanogens 	84 	3.2 	1.7e-05
ABMODEL_GROUP 	anme 	84 	3.2 	0.042587
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	85 	3.2 	0.000147
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	85 	3.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	85 	3.2 	0.04255
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	85 	3.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	85 	3.2 	0.004039
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	85 	3.2 	0.036511
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	85 	3.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	85 	3.2 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	85 	3.2 	0.098299
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	85 	3.2 	0.818111
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	85 	3.2 	0.000301
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	85 	3.2 	2.4e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	85 	3.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	85 	3.2 	-0.0
ABMODEL_GROUP 	srb 	85 	3.2 	2.4e-05
ABMODEL_GROUP 	sulfox 	85 	3.2 	0.135111
ABMODEL_GROUP 	amo 	85 	3.2 	0.004039
ABMODEL_GROUP 	methox 	85 	3.2 	0.818111
ABMODEL_GROUP 	feo 	85 	3.2 	0.000147
ABMODEL_GROUP 	methanogens 	85 	3.2 	1.8e-05
ABMODEL_GROUP 	anme 	85 	3.2 	0.04255
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	86 	3.2 	0.00015
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	86 	3.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	86 	3.2 	0.042511
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	86 	3.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	86 	3.2 	0.004037
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	86 	3.2 	0.037081
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	86 	3.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	86 	3.2 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	86 	3.2 	0.097781
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	86 	3.2 	0.818089
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	86 	3.2 	0.000308
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	86 	3.2 	2.5e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	86 	3.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	86 	3.2 	-0.0
ABMODEL_GROUP 	srb 	86 	3.2 	2.5e-05
ABMODEL_GROUP 	sulfox 	86 	3.2 	0.13517
ABMODEL_GROUP 	amo 	86 	3.2 	0.004037
ABMODEL_GROUP 	methox 	86 	3.2 	0.818089
ABMODEL_GROUP 	feo 	86 	3.2 	0.00015
ABMODEL_GROUP 	methanogens 	86 	3.2 	1.8e-05
ABMODEL_GROUP 	anme 	86 	3.2 	0.042511
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	87 	3.2 	0.000134
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	87 	3.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	87 	3.2 	0.042478
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	87 	3.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	87 	3.2 	0.004063
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	87 	3.2 	0.037582
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	87 	3.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	87 	3.2 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	87 	3.2 	0.097248
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	87 	3.2 	0.818136
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	87 	3.2 	0.000314
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	87 	3.2 	2.5e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	87 	3.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	87 	3.2 	-0.0
ABMODEL_GROUP 	srb 	87 	3.2 	2.5e-05
ABMODEL_GROUP 	sulfox 	87 	3.2 	0.135145
ABMODEL_GROUP 	amo 	87 	3.2 	0.004063
ABMODEL_GROUP 	methox 	87 	3.2 	0.818136
ABMODEL_GROUP 	feo 	87 	3.2 	0.000134
ABMODEL_GROUP 	methanogens 	87 	3.2 	1.8e-05
ABMODEL_GROUP 	anme 	87 	3.2 	0.042478
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	88 	3.1 	0.000137
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	88 	3.1 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	88 	3.1 	0.042443
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	88 	3.1 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	88 	3.1 	0.004055
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	88 	3.1 	0.038133
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	88 	3.1 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	88 	3.1 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	88 	3.1 	0.096724
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	88 	3.1 	0.818145
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	88 	3.1 	0.00032
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	88 	3.1 	2.6e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	88 	3.1 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	88 	3.1 	-0.0
ABMODEL_GROUP 	srb 	88 	3.1 	2.6e-05
ABMODEL_GROUP 	sulfox 	88 	3.1 	0.135177
ABMODEL_GROUP 	amo 	88 	3.1 	0.004055
ABMODEL_GROUP 	methox 	88 	3.1 	0.818145
ABMODEL_GROUP 	feo 	88 	3.1 	0.000137
ABMODEL_GROUP 	methanogens 	88 	3.1 	1.9e-05
ABMODEL_GROUP 	anme 	88 	3.1 	0.042443
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	89 	3.1 	0.00014
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	89 	3.1 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	89 	3.1 	0.042413
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	89 	3.1 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	89 	3.1 	0.004044
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	89 	3.1 	0.03862
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	89 	3.1 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	89 	3.1 	1.4e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	89 	3.1 	0.096219
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	89 	3.1 	0.818197
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	89 	3.1 	0.000327
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	89 	3.1 	2.6e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	89 	3.1 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	89 	3.1 	-0.0
ABMODEL_GROUP 	srb 	89 	3.1 	2.6e-05
ABMODEL_GROUP 	sulfox 	89 	3.1 	0.135165
ABMODEL_GROUP 	amo 	89 	3.1 	0.004044
ABMODEL_GROUP 	methox 	89 	3.1 	0.818197
ABMODEL_GROUP 	feo 	89 	3.1 	0.00014
ABMODEL_GROUP 	methanogens 	89 	3.1 	1.4e-05
ABMODEL_GROUP 	anme 	89 	3.1 	0.042413
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	90 	3.1 	0.000143
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	90 	3.1 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	90 	3.1 	0.042378
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	90 	3.1 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	90 	3.1 	0.004061
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	90 	3.1 	0.039153
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	90 	3.1 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	90 	3.1 	1.4e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	90 	3.1 	0.095722
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	90 	3.1 	0.81817
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	90 	3.1 	0.000333
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	90 	3.1 	2.7e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	90 	3.1 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	90 	3.1 	-0.0
ABMODEL_GROUP 	srb 	90 	3.1 	2.7e-05
ABMODEL_GROUP 	sulfox 	90 	3.1 	0.135208
ABMODEL_GROUP 	amo 	90 	3.1 	0.004061
ABMODEL_GROUP 	methox 	90 	3.1 	0.81817
ABMODEL_GROUP 	feo 	90 	3.1 	0.000143
ABMODEL_GROUP 	methanogens 	90 	3.1 	1.4e-05
ABMODEL_GROUP 	anme 	90 	3.1 	0.042378
